Painting ID,Location,Location Type,Rack,Artist,Title,Height,Width,Depth,Dimension
1998.10.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 46B",Screen, 46B,"Alicia Creus, Argentinian, 1939, lives in the United States","The Princess and Her Keeper, 1995–1996",65.24,67.01,,65 1/4 x 67 inches (165.7 x 170.2 cm)
1998.13.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 59B",Screen, 59B,Valery Koshliakov,"Moscow Towers, 1997",78.74,57.24,,78 3/4 x 57 1/4 inches (200 x 145.4 cm)
1998.18.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35B",Screen, 35B,Sergei Volkov,"Portrait of Yuri Gagarin, the First Cosmonaut, 1987",51.18,35.43,,51 3/16 x 35 7/16 inches (130 x 90 cm)
1998.18.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60A",Screen, 60A,S. Schablavin,"Night (View of Moscow Suburbs), 1979",33.07,33.07,,33 1/16 x 33 1/16 inches (84 x 84 cm)
1998.18.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60A",Screen, 60A,S. Schablavin,"Summertime (View of Moscow Suburbs), 1980",33.07,33.07,,33 1/16 x 33 1/16 inches (84 x 84 cm)
1998.21.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33B",Screen, 33B,Leonid Sokov,"Untitled (Bear and Marilyn Monroe), 1991",48.5,40.98,,48 1/2 x 41 inches (123.2 x 104.1 cm)
1998.21.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34B",Screen, 34B,"Arsen Savadov, Yuri Senchenko","Untitled from the series Controlling of the Inorganic Control, 1992–1993",40.0,37.99,4.02,40 x 38 x 4 inches (101.6 x 96.5 x 10.2 cm)
1998.21.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34B",Screen, 34B,"Arsen Savadov, Yuri Senchenko","Untitled from the series Controlling of the Inorganic Control, 1991",47.99,40.0,4.02,48 x 40 x 4 inches (121.9 x 101.6 x 10.2 cm)
1998.21.8,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33B",Screen, 33B,Mikhail Roginsky,"Untitled, 1985",77.01,59.49,,77 x 59 1/2 inches (195.6 x 151.1 cm)
1998.21.10.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 31A",Screen, 31A,Shimon Okshteyn,"There are many forms but few classics, 1988",80.12,124.13,4.61,"Overall assembled: 80 1/8 × 124 1/8 × 4 5/8 inches (203.5 × 315.3 × 11.7 cm)

.A (left hand panel): (including neon light tubing): 80 1/8 × 62 1/8 × 4 1/8 inches (203.5 × 157.8 × 10.5 cm)

.A (left hand panel) : (excluding neon glass tubing): 80 1/8 × 62 1/8 × 1 7/8 inches (203.5 × 157.8 × 4.8 cm)

.B (right hand panel): 80 1/8 × 62 × 1 5/8 inches (203.5 × 157.5 × 4.1 cm)"
1998.21.10.B,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 31A",Screen, 31A,Shimon Okshteyn,"There are many forms but few classics, 1988",80.12,124.13,4.61,"Overall assembled: 80 1/8 × 124 1/8 × 4 5/8 inches (203.5 × 315.3 × 11.7 cm)

.A (left hand panel): (including neon light tubing): 80 1/8 × 62 1/8 × 4 1/8 inches (203.5 × 157.8 × 10.5 cm)

.A (left hand panel) : (excluding neon glass tubing): 80 1/8 × 62 1/8 × 1 7/8 inches (203.5 × 157.8 × 4.8 cm)

.B (right hand panel): 80 1/8 × 62 × 1 5/8 inches (203.5 × 157.5 × 4.1 cm)"
1998.21.12,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30B",Screen, 30B,Rostislav Lebedev,"The Bolshevic by Kudisodiev, 1991",50.0,67.99,,50 x 68 inches (127 x 172.7 cm)
1998.21.20,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30B",Screen, 30B,Rostislav Lebedev,"Black Square, 1991",54.02,54.02,,54 x 54 inches (137.2 x 137.2 cm)
1998.22.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 12A",Screen, 12A,Cristoforo Munari,"Still Life with Blue and White Porcelain, c. 1690",11.73,16.26,,11 3/4 x 16 1/4 inches (29.8 x 41.3 cm)
1998.22.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 15B",Screen, 15B,Giovanni Paolo Panini,"Architectural Capriccio with Figures, c. 1716–1718",38.27,28.74,,38 1/4 x 28 3/4 inches (97.2 x 73 cm)
1998.22.4.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 11A",Screen, 11A,Francesco Monti,"Hagar and the Angel, c. 1725",16.5,10.98,,16 1/2 x 11 inches (41.9 x 27.9 cm)
1998.22.4.B,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 11A",Screen, 11A,Francesco Monti,"The Sacrifice of Isaac, c. 1725",16.5,10.98,,16 1/2 x 11 inches (41.9 x 27.9 cm)
1998.22.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 24A",Screen, 24A,Jan van Kessel (attributed to),"Creation of the Birds and Fishes, c. 1650",9.76,7.01,,9 3/4 x 7 inches (24.8 x 17.8 cm)
1998.22.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 22B",Screen, 22B,"Jasper Gerardi (Geeraerts), attributed
Flemish, active from 1634, died 1654","Still Life with Meat Pie, c. 1650",19.25,25.24,,19 1/4 x 25 1/4 inches (48.9 x 64.1 cm)
1998.24.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 24B",Screen, 24B,Bruce Wall,"Metro Freako, 1984",90.0,95.98,7.99,90 x 96 x 8 inches (228.6 x 243.8 x 20.3 cm)
1999.1.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54A",Screen, 54A,Susana Amundarain,"Side View, 1996",60.0,60.0,,60 x 60 inches (152.4 x 152.4 cm)
1999.8.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 31B",Screen, 31B,"Rimma Gerlovina, Valeriy Gerlovin","Subliminal Child, 1995–1999",47.99,32.99,,48 x 33 inches (121.9 x 83.8 cm)
1999.8.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 31B",Screen, 31B,"Rimma Gerlovina, Valeriy Gerlovin","Bark, 1997",35.75,45.51,,35 3/4 x 45 1/2 inches (90.8 x 115.6 cm)
1999.9.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44B",Screen, 44B,Rhonda Wall,"Tropic City, 1993",90.0,95.98,,90 x 96 inches (228.6 x 243.8 cm)
1999.11.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 53B",Screen, 53B,A. Sundakov,"Hot Words, 1988",39.02,49.02,,"canvas: 39 x 49 inches (99.1 x 124.5 cm)
frame: 41 1/2 x 51 3/8 inches (105.4 x 130.5 cm)"
1999.11.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35B",Screen, 35B,Rostislav Lebedev,"Playing Cards, 1946",30.98,22.99,,31 x 23 inches (78.7 x 58.4 cm)
1999.14.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33B",Screen, 33B,Ely Mikhailovich Bielutin,"Untitled, 1972",40.0,40.0,,"40 x 40 inches (101.6 x 101.6 cm)
Frame: 40 1/4 x 40 1/4 inches (102.2 x 102.2 cm)"
1999.14.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35B",Screen, 35B,Natalya Nesterova,"The Gold Jug!, 1993",39.49,47.01,,39 1/2 x 47 inches (100.3 x 119.4 cm)
1999.14.7,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39A",Screen, 39A,David Davidovich Burliuk,"The Sea, c. 1910",32.01,41.73,,32 x 41 3/4 inches (81.3 x 106 cm)
2000.2.1,"Nasher Museum Building, Nasher Painting Storage Room",,,"Florentine, Anonymous","Cassone Panel with Neptune Presiding over a Wedding, c. 1560",21.73,67.76,,21 3/4 x 67 3/4 inches (55.2 x 172.1 cm)
2000.3.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30A",Screen, 30A,Russian,"The Old Scholar, 19th century",21.89,17.64,,"21 7/8 x 17 5/8 inches (55.6 x 44.8 cm)
Frame: 29 1/2 x 35 3/4 x 2 5/8 inches (74.9 x 90.8 x 6.7 cm)"
2000.8.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Screen, 56A,Uri Katzenstein,"Bedovin, 1999",18.9,27.17,,"18 7/8 x 27 3/16 inches (48 x 69 cm)
framed: 26 3/4 x 34 1/4 inches (68 x 87 cm)"
2000.8.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Screen, 56A,Uri Katzenstein,"ten erotic warriors, 1999",18.9,27.17,,"18 7/8 x 27 3/16 inches (48 x 69 cm)
framed: 26 3/4 x 34 1/4 inches (68 x 87 cm)"
2000.9.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43B",Screen, 43B,"Andy Warhol
Born in Pittsburgh, Pennsylvania, 1928-1987","Mao, 1972",35.98,35.98,,"Image: 36 x 36 inches (91.4 x 91.4 cm)
Sheet: 36 x 36 inches (91.4 x 91.4 cm)
Mount: 39 1/4 x 39 inches (99.7 x 99.1 cm)
Frame: 40 1/4 x 39 7/8 x 2 1/4 inches (102.2 x 101.3 x 5.7 cm)"
2000.14.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 42B",Screen, 42B,,"Myrtle Beach, c. 1970",68.5,90.63,,68 1/2 x 90 5/8 inches (174 x 230.2 cm)
2000.16.2.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30B",Screen, 30B,Alexander Kosolapov,"Malevich, Marlboro Series., 1990",24.02,44.02,,24 x 44 inches (61 x 111.8 cm)
2000.16.2.B,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30B",Screen, 30B,Alexander Kosolapov,"Malevich, Marlboro Series., 1990",24.02,44.02,,24 x 44 inches (61 x 111.8 cm)
2000.16.2.C,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30B",Screen, 30B,Alexander Kosolapov,"Malevich, Marlboro Series., 1990",24.02,44.02,,Each: 24 x 44 inches (61 x 111.8 cm)
2000.16.2.D,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30B",Screen, 30B,Alexander Kosolapov,"Malevich, Marlboro Series., 1990",24.02,44.02,,Each: 24 x 44 inches (61 x 111.8 cm)
2000.16.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 38A",Screen, 38A,Alexander Kosolapov,"The History of All..., 1990",50.0,80.0,,50 x 80 inches (127 x 203.2 cm)
2000.16.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 38A",Screen, 38A,Alexander Kosolapov,"Lenin-Coca-Cola, 1988",22.99,36.26,,"Image: 23 x 36 1/4 inches (58.4 x 92.1 cm)
Sheet: 30 1/4 x 42 1/2 inches (76.8 x 108 cm)
Mat: 36 x 48 inches (91.4 x 121.9 cm)"
2000.23.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60A",Screen, 60A,Valentina Kropunitskaya,"Untitled; from the ""Swamp"" series, 1979",25.98,32.99,,frame: 26 x 33 inches (66 x 83.8 cm)
2000.23.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60A",Screen, 60A,Valentina Kropunitskaya,"Untitled; from the ""Swamp"" series, 1977",25.98,32.99,,frame: 26 x 33 inches (66 x 83.8 cm)
2000.24.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 31A",Screen, 31A,Vladimir Nemuchin,"The Envelope, 1988",32.99,35.98,,33 x 36 inches (83.8 x 91.4 cm)
2000.26.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61A",Screen, 61A,Jim Gingerich,"She's Thirsty, 8/15/1985",35.24,27.52,,35 1/4 x 27 1/2 inches (89.5 x 69.9 cm)
2000.28.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30A",Screen, 30A,Ilya Mashkov,"Seated Nude, c. 1920",25.98,20.98,,26 x 21 inches (66 x 53.3 cm)
2001.6.1,"Nasher Museum Building, Nasher Painting Storage Room",,,Antonio González Ruiz,"Infante Luis Antonio Bourbon, c. 1729–1730",20.08,16.14,,20 1/16 x 16 1/8 inches (51 x 41 cm)
2001.8.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 16A",Screen, 16A,Giambattista Nolli,"La pianta grande di Roma (The Great Map of Rome), 1748",79.02,114.02,,79 x 114 inches (200.7 x 289.6 cm)
2001.10.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 53A",Screen, 53A,Corrine Colarusso,"Clearing, 1998",17.99,30.0,,18 x 30 inches (45.7 x 76.2 cm)
2001.11.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 31B",Screen, 31B,"Rimma Gerlovina, Valeriy Gerlovin","Birth of Aphrodite, 1992",41.46,47.99,,41 7/16 x 48 inches (105.3 x 121.9 cm)
2001.13.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 17A",Screen, 17A,Merry-Joseph Blondel,"The Penitent Magdalene, 1811",59.49,78.27,4.02,59 1/2 x 78 1/4 x 4 inches (151.1 x 198.8 x 10.2 cm)
2001.17.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 11A",Screen, 11A,Francesco Fontebasso,"The Madonna Interceding for Souls in Purgatory, c. 1762–1769",40.98,22.24,,Frame: 41 x 22 1/4 inches (104.1 x 56.5 cm)
2001.23.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 53A",Screen, 53A,Yuri Dyshlenko,"Who is Living in the Next Room, 1990",77.99,57.99,,78 x 58 inches (198.1 x 147.3 cm)
2001.23.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 51A",Screen, 51A,Yuri Dyshlenko,"A Portrait on the Background of a Landscape, 1990",77.99,57.99,,78 x 58 inches (198.1 x 147.3 cm)
2001.24.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61B",Screen, 61B,Charles Bell,"Drawing for ""Nature Study"", 1985",67.24,48.5,2.36,67 1/4 x 48 1/2 x 2 3/8 inches (170.8 x 123.2 x 6 cm)
2001.24.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60A",Screen, 60A,George Green,"Wee Baby Blues, 1983",42.01,37.52,2.24,42 x 37 1/2 x 2 1/4 inches (106.7 x 95.3 x 5.7 cm)
2001.24.12,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 47A",Screen, 47A,Audrey Flack,"Siena Cathedral, 1971",67.64,47.87,2.52,67 5/8 x 47 7/8 x 2 1/2 inches (171.8 x 121.6 x 6.4 cm)
2001.29.1,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 34",Wall Screen, 34,Sean Landers,"Self Something, 1994",107.99,167.99,,108 x 168 inches (274.3 x 426.7 cm)
2001.31.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39A",Screen, 39A,David Davidovich Burliuk,"untitled, c. 1930",20.0,29.02,1.38,20 x 29 x 1 3/8 inches (50.8 x 73.7 x 3.5 cm)
2001.32.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 27B",Screen, 27B,Nicolai Ovchinnikov,"Death of a Hero - Malevich, 1989",78.74,137.52,,"Overall assembeld: 78 3/4 x 137 1/2 inches (200 x 349.3 cm)
Panel .B: 78 3/4 x 59 inches (200 x 149.9 cm)
Panel .A: 78 3/4 x 78 3/4 inches (200 x 200 cm)"
2001.34.7,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33A",Screen, 33A,"Igor Makarevich, Moscow Studio","Lignoman, 1994",37.99,28.74,,38 x 28 3/4 inches (96.5 x 73 cm)
2001.34.12,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 31A",Screen, 31A,"Yuri Avvakumov, Moscow Studio","Worker and Farmer International II, 1990–1995",34.25,27.52,,34 1/4 x 27 1/2 inches (87 x 69.9 cm)
2001.38.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 38B",Screen, 38B,Walter Darby Bannard,"Sour Land Hills, 1978",49.02,82.99,2.01,49 x 83 x 2 inches (124.5 x 210.8 x 5.1 cm)
2001.38.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 58A",Screen, 58A,John Griefen,"Wrestling with the Angel, 1990",71.26,87.64,2.01,71 1/4 x 87 5/8 x 2 inches (181 x 222.6 x 5.1 cm)
2001.38.10,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 09A",Screen, 09A,Kikuo Saito,"Bogelum, 1975",64.76,112.01,2.01,64 3/4 x 112 x 2 inches (164.5 x 284.5 x 5.1 cm)
2001.38.14,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 01B",Screen, 01B,Kikuo Saito,"Spicer's Creek, 1990",92.99,56.5,,93 x 56 1/2 inches (236.2 x 143.5 cm)
2001.38.15,"Nasher Museum Building, Nasher Painting Storage Room",,,Kikuo Saito,"Wistar's Night, 1978",62.24,72.24,,62 1/4 x 72 1/4 inches (158.1 x 183.5 cm)
2001.38.16,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 09B",Screen, 09B,Carol Lorraine Sutton,"Mrs. Siddon, 1979",69.02,97.01,,69 x 97 inches (175.3 x 246.4 cm)
2001.38.18,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60B",Screen, 60B,Larry Zox,"Indo, 1981",89.49,39.02,2.01,89 1/2 x 39 x 2 inches (227.3 x 99.1 x 5.1 cm)
2001.39.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 50A",Screen, 50A,Alison Van Pelt,"Voyeurs (Sugar Ray Robinson vs. Randy Turpin, 1951) from the series Fight, 2001",47.99,60.0,1.5,48 x 60 x 1 1/2 inches (121.9 x 152.4 x 3.8 cm)
2001.39.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39A",Screen, 39A,Alison Van Pelt,"untitled, 2001",60.0,47.99,1.5,60 x 48 x 1 1/2 inches (152.4 x 121.9 x 3.8 cm)
2001.40.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 58A",Screen, 58A,Don Eddy,"Green Volkswagen, 1971",65.98,95.0,,66 x 95 inches (167.6 x 241.3 cm)
2002.1.1,"Nasher Museum Building, Nasher Painting Storage Room",,,Francesco Montelatici,"The Meeting of Isaac and Rebecca, c. 1660",50.0,75.0,,50 x 75 inches (127 x 190.5 cm)
2002.2.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 57A",Screen, 57A,David Hollowell,"Mother and Child, 1989",85.24,81.38,3.74,85 1/4 x 81 3/8 x 3 3/4 inches (216.5 x 206.7 x 9.5 cm)
2002.16.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 23B",Screen, 23B,Samuel Colman,"Harbor of Seville, 1865",34.49,54.49,2.01,34 1/2 x 54 1/2 x 2 inches (87.6 x 138.4 x 5.1 cm)
2002.16.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 22B",Screen, 22B,Adalbert Waagen,"Hunting in the Alps, 1865",52.01,41.5,,"52 x 41 1/2 inches (132.1 x 105.4 cm)
Frame: 63 1/4 x 52 1/2 x 3 1/2 inches (160.7 x 133.4 x 8.9 cm)"
2002.18.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 23B",Screen, 23B,Alfred Thompson Bricher,"At the South Head, Grand Manan, 1880s",55.87,45.75,4.02,Frame: 55 7/8 x 45 3/4 x 4 inches (141.9 x 116.2 x 10.2 cm)
2002.19.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 47A",Screen, 47A,Thomas Leo Blackwell,"Modesty Under Construction, 1988",35.98,47.99,,36 x 48 inches (91.4 x 121.9 cm)
2002.20.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 55B",Screen, 55B,Kenneth Noland,"Doors:  Song of a new world, 1983",45.24,38.11,2.01,45 1/4 x 38 1/8 x 2 inches (114.9 x 96.8 x 5.1 cm)
2002.20.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 55B",Screen, 55B,Kenneth Noland,"Doors: Blusette, 1989",40.0,37.24,2.01,40 x 37 1/4 x 2 inches (101.6 x 94.6 x 5.1 cm)
2002.20.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 48B",Screen, 48B,Kenneth Noland,"Times Light, 1983",85.98,62.99,2.01,86 x 63 x 2 inches (218.4 x 160 x 5.1 cm)
2002.20.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 55B",Screen, 55B,Kenneth Noland,"Narrow Way, n.d.",186.5,22.52,0.98,186 1/2 x 22 1/2 x 1 inches (473.7 x 57.2 x 2.5 cm)
2002.20.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 55B",Screen, 55B,Kenneth Noland,"Tut, 1968",185.0,17.01,0.98,185 x 17 x 1 inches (469.9 x 43.2 x 2.5 cm)
2002.20.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61A",Screen, 61A,Jack Bush,"Small Cut Off, 1968",9.49,22.01,1.61,9 1/2 x 22 x 1 5/8 inches (24.1 x 55.9 x 4.1 cm)
2002.20.7,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 50A",Screen, 50A,Jack Bush,"Pink Tower, 1974",88.5,39.02,1.5,88 1/2 x 39 x 1 1/2 inches (224.8 x 99.1 x 3.8 cm)
2002.21.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 57B",Screen, 57B,Louisa Chase,"Saint Francis, 1982",73.27,79.25,2.01,73 1/4 x 79 1/4 x 2 inches (186.1 x 201.3 x 5.1 cm)
2002.23.3,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 19",Wall Screen, 19,Ron Gorchov,"Theresites, 1989",23.74,27.01,7.52,23 3/4 x 27 x 7 1/2 inches (60.3 x 68.6 x 19.1 cm)
2002.23.8,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 37A",Screen, 37A,Marlene McCarty,"Winner's Circle, 1991",37.99,67.99,1.38,38 x 68 x 1 3/8 inches (96.5 x 172.7 x 3.5 cm)
2002.23.10,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 42B",Screen, 42B,"Andy Warhol
Born in Pittsburgh, Pennsylvania, 1928-1987","Vote for McGovern, 1972",42.01,41.93,,"Image: 42 x 41 15/16 inches (106.7 x 106.5 cm)
Sheet: 42 x 41 15/16 inches (106.7 x 106.5 cm)
Frame: 42 7/8 x 42 7/8 x 1 1/2 inches (108.9 x 108.9 x 3.8 cm)"
2002.25.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32B",Screen, 32B,Sergei Sherstiuk,"Untitled, 1951–1998",65.0,80.0,5.98,65 x 80 x 6 inches (165.1 x 203.2 x 15.2 cm)
2002.28.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 29B",Screen, 29B,"Komar and Melamid
Vitaly Komar, born in Moscow, Russia, 1943
Alexander Melamid, born in Moscow, Russia, 1945","Soviet Constitution, Freedom of Speech Chapter, ideological abstraction, 1974",82.99,39.02,,83 x 39 inches (210.8 x 99.1 cm)
2002.33.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 58A",Screen, 58A,Antonio Balestra,"Samson and the Philistines, Late 17th century–early 18th century",57.13,77.76,,57 1/8 x 77 3/4 inches (145.1 x 197.5 cm)
2003.2.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54A",Screen, 54A,Flemish School,"Interior Genre Scene, 18th century (?)",16.26,13.5,,"16 1/4 x 13 1/2 inches (41.3 x 34.3 cm)
Frame: 22 x 19 1/4 inches (55.9 x 48.9 cm)"
2003.3.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 26B",Screen, 26B,Piero Dorazio,"Horizontal 1, 1979",24.02,84.02,,24 × 84 inches (61 × 213.4 cm) APPROX.
2003.4.3,"Nasher Museum Building, Nasher Painting Storage Room",,,Randall Schmit,"Picnic, 1984",77.99,72.01,,78 x 72 inches (198.1 x 182.9 cm)
2003.5.1,"Nasher Museum Building, Nasher Painting Storage Room",,,"Giovanni Battista Gaulli, called Il Baciccio","Tobias and the Angel, n.d.",43.27,35.87,,43 1/4 x 35 7/8 inches (109.9 x 91.1 cm)
2003.6.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 19A",Screen, 19A,"Edith London, American (born Germany), 1904 - 1997",Nocturnal Rhythm,37.01,35.0,,frame: 37 x 35 inches (94 x 88.9 cm)
2003.7.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39B",Screen, 39B,Don Eddy,"The Park Bench, c. 1970",44.02,44.02,,44 x 44 inches (111.8 x 111.8 cm)
2004.1.9,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Screen, 56A,Jean Cocteau,"The Unicorn (La Licorne), 1947",32.99,40.0,,33 x 40 inches (83.8 x 101.6 cm)
2004.1.18,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54B",Screen, 54B,Howard Hussey,"Tobias and the Angel, 1989",21.73,15.24,,"Image: 21 3/4 x 15 1/4 inches (55.2 x 38.7 cm)
Sheet: 21 3/4 x 15 1/4 inches (55.2 x 38.7 cm)
Frame: 32 1/2 x 25 x 1 inches (82.6 x 63.5 x 2.5 cm)"
2004.1.19,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61A",Screen, 61A,Jean M. Gouttin,"Nature Morte, 1961",4.76,8.62,,"Image/panel: 4 3/4 x 8 5/8 inches (12.1 x 21.9 cm)
4 3/4 x 8 5/8 inches (12.1 x 21.9 cm)
Frame: 6 1/2 x 10 1/4 x 5/8 inches (16.5 x 26 x 1.6 cm)"
2004.2.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 59A",Screen, 59A,Zoya Frolova,"Steps, 1996",74.49,30.98,60.98,74 1/2 x 31 x 61 x 21 inches (189.2 x 78.7 x 154.9 x 53.3 cm)
2004.3.1,"Nasher Museum Building, Nasher Painting Storage Room",,,Rafael Ferrer,"Untitled Three-Sided Kiosk, 1981",102.01,32.01,27.99,102 x 32 x 28 inches (259.1 x 81.3 x 71.1 cm)
2005.2.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 11A",Screen, 11A,"School of George Romney, English, 1734 - 1802","Portrait of a Gentleman, 18th Century",29.02,23.5,,29 x 23 1/2 inches (73.7 x 59.7 cm)
2005.3.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 50B",Screen, 50B,Christian Boltanski,"Monument Canada, 1988",110.0,70.0,7.01,"Overall assembled: 110 x 70 x 7 inches (279.4 x 177.8 x 17.8 cm)
.A  - .O (each framed photograph): 16 x 12 3/8 inches (40.6 x 31.4 cm)
.P (clothes mounted on board): 39 x 70  x 7 inches (99.1 x 177.8 x 17.8 cm)"
2005.4.1.A,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 32",Wall Screen, 32,Sam Durant,"...For People Who Refuse to Knuckle Down, 2004",90.0,82.01,82.01,90 x 82 x 82 inches (228.6 x 208.3 x 208.3 cm)
2005.4.1.B,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 30",Wall Screen, 30,Sam Durant,"...For People Who Refuse to Knuckle Down, 2004",90.0,82.01,82.01,90 x 82 x 82 inches (228.6 x 208.3 x 208.3 cm)
2005.4.1.C,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 30",Wall Screen, 30,Sam Durant,"...For People Who Refuse to Knuckle Down, 2004",90.0,82.01,82.01,90 x 82 x 82 inches (228.6 x 208.3 x 208.3 cm)
2005.4.1.D,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 30",Wall Screen, 30,Sam Durant,"...For People Who Refuse to Knuckle Down, 2004",90.0,82.01,82.01,90 x 82 x 82 inches (228.6 x 208.3 x 208.3 cm)
